CODICESCUOLA,ANNOCORSO,SEZIONEANNO,TIPOGRADOSCUOLA,COMBINAZIONE,DISCIPLINA,CODICEISBN,AUTORI,TITOLO,SOTTOTITOLO,VOLUME,EDITORE,PREZZO,NUOVAADOZ,DAACQUIST,CONSIGLIATO
CBMM852011,3,A,MM,30 ORE DI ORARIO ORDINARIO,SCIENZE,9788869175640,PIETRA A - PEROTTI B,VIAGGIO DEL BEAGLE (IL),VOL. 3 + PERCORSI INTERDISCIPLINARI PREPARAZIONE COLLOQUIO D'ESAME,3,LATTES,"17,90",No,Si,No
CBMM852011,3,A,MM,30 ORE DI ORARIO ORDINARIO,ARTE E IMMAGINE,9788829852628,CASTELLO DANIELE - CASTELLO DIONISIO,BENVENUTI NELL'ARTE,VOLUME A + VOLUME B + STRUMENTI + ALBUM +ME BOOK,U,MINERVA ITALICA,"34,40",No,No,No
CBMM852011,3,A,MM,30 ORE DI ORARIO ORDINARIO,TECNOLOGIA,9788829850631,CONTI ANTONIO,TECNOLOGIA CON METODO,VOLUME+CARTELLETTA+QUADERNO+DISEGNO+TAVOLE+ATELIER,U,MINERVA ITALICA,"33,80",No,No,No
CBMM852011,3,A,MM,30 ORE DI ORARIO ORDINARIO,MUSICA,9788823435070,ONORIO ZARALLI,MUSICA IN JEANS NEW A + B + MOZART IN JEAS 3.0 NEW,ND,U,BULGARINI,"31,40",No,No,No
CBMM852011,3,A,MM,30 ORE DI ORARIO ORDINARIO,SCIENZE MOTORIE E SPORTIVE,9788874856077,RAMPA ALBERTO - SALVETTI CRISTINA,SPORT SENZA FRONTIERE,VOLUME + ATLANTE + DIARIO,U,JUVENILIA,"15,80",No,No,No
CBMM852011,3,B,MM,30 ORE DI ORARIO ORDINARIO,RELIGIONE,9788805075522,FABBRI CRISTINA - MARCHETTI ORAZIO,AMARE PER 3,CORSO DI IRC CON NULLA OSTA CEI,3,SEI,"11,20",No,No,Ap
CBMM852011,3,B,MM,30 ORE DI ORARIO ORDINARIO,ITALIANO GRAMMATICA,9788824778695,SENSINI MARCELLO,IN BUONE PAROLE,VOLUME A + VOLUME B + QUADERNO + ESAME,U,A. MONDADORI SCUOLA,"36,90",No,No,No
CBMM852011,3,B,MM,30 ORE DI ORARIO ORDINARIO,ITALIANO ANTOLOGIA,9788824758802,AA VV,AMICO LIBRO,VOLUME 3+QUADERNO 3,3,A. MONDADORI SCUOLA,"33,40",No,Si,No
CBMM852011,3,B,MM,30 ORE DI ORARIO ORDINARIO,ITALIANO,9788847240865,LAVATELLI ANNA,SIAMO QUI,ND,U,RAFFAELLO,"9,50",Si,Si,No
CBMM852011,3,B,MM,30 ORE DI ORARIO ORDINARIO,STORIA,9788869171611,CHITARRINI ROBERTA - PORTA VALERIA - TANCREDI ANNA,NODI DEL TEMPO (I) DIGIT CON CARTE STORICHE+TAV.+PREP.INT.,IL NOVECENTO,3,LATTES,"24,10",No,Si,No
CBMM852011,3,B,MM,30 ORE DI ORARIO ORDINARIO,GEOGRAFIA,9788869170386,PORINO GABRIELLA,KILIMANGIARO PLUS VOL. 3 CON DVD E ATLANTE 3+TAVOLE+MI PREP. INT,"IL MONDO: PAESAGGI E POPOLAZIONE, GLI STATI",3,LATTES,"24,20",No,Si,No
CBMM852011,3,B,MM,30 ORE DI ORARIO ORDINARIO,INGLESE,9788853629487,COWAN AUDREY - TITE PAOLA - MOORE CLAIRE,REAL TIME 3,ND,3,ELI,"21,90",No,Si,No
CBMM852011,3,B,MM,30 ORE DI ORARIO ORDINARIO,FRANCESE,9788861616554,R BRUNERI - M PELON,PARIS DéCOUVERTE 3,ND,3,LANG EDIZIONI,"18,40",No,Si,No
CBMM852011,3,B,MM,30 ORE DI ORARIO ORDINARIO,MATEMATICA,9788842655282,MIGLIO L - SOLMI G,REALM@T  EXTRA 3 - ALGEBRA + GEOMETRIA 3 + EXTRA,ND,3,IL CAPITELLO,"32,80",No,Si,No
CBMM852011,3,B,MM,30 ORE DI ORARIO ORDINARIO,SCIENZE,9788869175640,PIETRA A - PEROTTI B,VIAGGIO DEL BEAGLE (IL),VOL. 3 + PERCORSI INTERDISCIPLINARI PREPARAZIONE COLLOQUIO D'ESAME,3,LATTES,"17,90",No,Si,No
CBMM852011,3,B,MM,30 ORE DI ORARIO ORDINARIO,ARTE E IMMAGINE,9788829852628,CASTELLO DANIELE - CASTELLO DIONISIO,BENVENUTI NELL'ARTE,VOLUME A + VOLUME B + STRUMENTI + ALBUM +ME BOOK,U,MINERVA ITALICA,"34,40",No,No,No
CBMM852011,3,B,MM,30 ORE DI ORARIO ORDINARIO,TECNOLOGIA,9788829850631,CONTI ANTONIO,TECNOLOGIA CON METODO,VOLUME+CARTELLETTA+QUADERNO+DISEGNO+TAVOLE+ATELIER,U,MINERVA ITALICA,"33,80",No,No,No
CBMM852011,3,B,MM,30 ORE DI ORARIO ORDINARIO,MUSICA,9788823435070,ONORIO ZARALLI,MUSICA IN JEANS NEW A + B + MOZART IN JEAS 3.0 NEW,ND,U,BULGARINI,"31,40",No,No,No
CBMM852011,3,B,MM,30 ORE DI ORARIO ORDINARIO,SCIENZE MOTORIE E SPORTIVE,9788874856077,RAMPA ALBERTO - SALVETTI CRISTINA,SPORT SENZA FRONTIERE,VOLUME + ATLANTE + DIARIO,U,JUVENILIA,"15,80",No,No,No
CBMM852011,3,C,MM,30 ORE DI ORARIO ORDINARIO,RELIGIONE,9788805075522,FABBRI CRISTINA - MARCHETTI ORAZIO,AMARE PER 3,CORSO DI IRC CON NULLA OSTA CEI,3,SEI,"11,20",No,No,Ap
CBMM852011,3,C,MM,30 ORE DI ORARIO ORDINARIO,ITALIANO GRAMMATICA,9788824778695,SENSINI MARCELLO,IN BUONE PAROLE,VOLUME A + VOLUME B + QUADERNO + ESAME,U,A. MONDADORI SCUOLA,"36,90",No,No,No
CBMM852011,3,C,MM,30 ORE DI ORARIO ORDINARIO,ITALIANO ANTOLOGIA,9788824758802,AA VV,AMICO LIBRO,VOLUME 3+QUADERNO 3,3,A. MONDADORI SCUOLA,"33,40",No,Si,No
CBMM852011,3,C,MM,30 ORE DI ORARIO ORDINARIO,ITALIANO,9788847240865,LAVATELLI ANNA,SIAMO QUI,ND,U,RAFFAELLO,"9,50",Si,Si,No
CBMM852011,3,C,MM,30 ORE DI ORARIO ORDINARIO,STORIA,9788869171611,CHITARRINI ROBERTA - PORTA VALERIA - TANCREDI ANNA,NODI DEL TEMPO (I) DIGIT CON CARTE STORICHE+TAV.+PREP.INT.,IL NOVECENTO,3,LATTES,"24,10",No,Si,No
CBMM852011,3,C,MM,30 ORE DI ORARIO ORDINARIO,GEOGRAFIA,9788869170386,PORINO GABRIELLA,KILIMANGIARO PLUS VOL. 3 CON DVD E ATLANTE 3+TAVOLE+MI PREP. INT,"IL MONDO: PAESAGGI E POPOLAZIONE, GLI STATI",3,LATTES,"24,20",No,Si,No
CBMM852011,3,C,MM,30 ORE DI ORARIO ORDINARIO,INGLESE,9788853629487,COWAN AUDREY - TITE PAOLA - MOORE CLAIRE,REAL TIME 3,ND,3,ELI,"21,90",No,Si,No
CBMM852011,3,C,MM,30 ORE DI ORARIO ORDINARIO,FRANCESE,9788861616554,R BRUNERI - M PELON,PARIS DéCOUVERTE 3,ND,3,LANG EDIZIONI,"18,40",No,Si,No
CBMM852011,3,C,MM,30 ORE DI ORARIO ORDINARIO,MATEMATICA,9788842655282,MIGLIO L - SOLMI G,REALM@T  EXTRA 3 - ALGEBRA + GEOMETRIA 3 + EXTRA,ND,3,IL CAPITELLO,"32,80",No,Si,No
CBMM852011,3,C,MM,30 ORE DI ORARIO ORDINARIO,SCIENZE,9788869175640,PIETRA A - PEROTTI B,VIAGGIO DEL BEAGLE (IL),VOL. 3 + PERCORSI INTERDISCIPLINARI PREPARAZIONE COLLOQUIO D'ESAME,3,LATTES,"17,90",No,Si,No
CBMM852011,3,C,MM,30 ORE DI ORARIO ORDINARIO,ARTE E IMMAGINE,9788829852628,CASTELLO DANIELE - CASTELLO DIONISIO,BENVENUTI NELL'ARTE,VOLUME A + VOLUME B + STRUMENTI + ALBUM +ME BOOK,U,MINERVA ITALICA,"34,40",No,No,No
CBMM852011,3,C,MM,30 ORE DI ORARIO ORDINARIO,TECNOLOGIA,9788829850631,CONTI ANTONIO,TECNOLOGIA CON METODO,VOLUME+CARTELLETTA+QUADERNO+DISEGNO+TAVOLE+ATELIER,U,MINERVA ITALICA,"33,80",No,No,No
CBMM852011,3,C,MM,30 ORE DI ORARIO ORDINARIO,MUSICA,9788823435070,ONORIO ZARALLI,MUSICA IN JEANS NEW A + B + MOZART IN JEAS 3.0 NEW,ND,U,BULGARINI,"31,40",No,No,No
CBMM852011,3,C,MM,30 ORE DI ORARIO ORDINARIO,SCIENZE MOTORIE E SPORTIVE,9788874856077,RAMPA ALBERTO - SALVETTI CRISTINA,SPORT SENZA FRONTIERE,VOLUME + ATLANTE + DIARIO,U,JUVENILIA,"15,80",No,No,No
CBMM852022,1,A,MM,30 ORE DI ORARIO ORDINARIO,RELIGIONE,9788835056218,CAPELLO - COLLURA,STRADA VERSO CASA - VOLUME 1 + PERCORSI 1 (LA),RELIGIONE,1,LA SCUOLA EDITRICE,"10,40",No,No,Ap
CBMM852022,1,A,MM,30 ORE DI ORARIO ORDINARIO,ITALIANO GRAMMATICA,9788824778695,SENSINI MARCELLO,IN BUONE PAROLE,VOLUME A + VOLUME B + QUADERNO + ESAME,U,A. MONDADORI SCUOLA,"36,90",No,Si,No
CBMM852022,1,A,MM,30 ORE DI ORARIO ORDINARIO,ITALIANO ANTOLOGIA,9788824798099,FERRI CHIARA - MATTEI LUCA - CALVANI VITTORIA,AMICOFESTIVAL,VOLUME 1 + MITO ED EPICA,1,A. MONDADORI SCUOLA,"28,80",No,Si,No
CBMM852022,1,A,MM,30 ORE DI ORARIO ORDINARIO,ITALIANO,9788824724760,LENZI D.,MEDIOEVO ANDATA E RITORNO,ND,U,A. MONDADORI SCUOLA,"10,45",Si,Si,No
CBMM852022,1,A,MM,30 ORE DI ORARIO ORDINARIO,STORIA,9788869171598,CHITARRINI ROBERTA - PORTA VALERIA - TANCREDI ANNA,NODI DEL TEMPO (I) DIGIT CON C.STORICHE +TAV.+MI PR.+ANT.CIV.+CITT.+Q.COM.,DALLA CADUTA DELL'IMPERO ROMANO AL RINASCIMENTO,1,LATTES,"26,30",No,Si,No
CBMM852022,1,A,MM,30 ORE DI ORARIO ORDINARIO,GEOGRAFIA,9788800363983,AA  VV,TRAVEL BLOGGER,VOLUME 1 + ATLANTE 1 + REGIONI,1,LE MONNIER,"20,80",Si,Si,No
CBMM852022,1,A,MM,30 ORE DI ORARIO ORDINARIO,INGLESE,9780194057790,AA VV,STEP UP 1 DIGITAL GOLD,SB&WB&EXTRABK CON QR CODE AUDIO/VIDEO + MIND MAPS + OLB EBK CODE,1,OXFORD UNIVERSITY PRESS,"23,00",No,Si,No
CBMM852022,1,A,MM,30 ORE DI ORARIO ORDINARIO,FRANCESE,9788861616493,R BRUNERI - M PELON,PARIS DéCOUVERTE 1,ND,1,LANG EDIZIONI,"18,10",No,Si,No
CBMM852022,1,A,MM,30 ORE DI ORARIO ORDINARIO,MATEMATICA,9788842655268,MIGLIO L - SOLMI G,REALM@T  EXTRA 1 -  ARITMETICA 1+ GEOMETRIA 1 + EXTRA,ND,1,IL CAPITELLO,"29,20",No,Si,No
CBMM852022,1,A,MM,30 ORE DI ORARIO ORDINARIO,SCIENZE,9788869175626,PIETRA A - PEROTTI B,VIAGGIO DEL BEAGLE (IL),VOL. 1,1,LATTES,"17,90",No,Si,No
CBMM852022,1,A,MM,30 ORE DI ORARIO ORDINARIO,ARTE E IMMAGINE,9788808454249,PULVIRENTI EMANUELA,ARTEMONDO 2ED. - CONFEZIONE VOLUME A + ALBUM (LDM),STORIA DELL'ARTE,U,ZANICHELLI EDITORE,"25,40",Si,Si,No
CBMM852022,1,A,MM,30 ORE DI ORARIO ORDINARIO,TECNOLOGIA,9788829850631,CONTI ANTONIO,TECNOLOGIA CON METODO,VOLUME+CARTELLETTA+QUADERNO+DISEGNO+TAVOLE+ATELIER,U,MINERVA ITALICA,"33,80",No,Si,No
CBMM852022,1,A,MM,30 ORE DI ORARIO ORDINARIO,MUSICA,9788823435070,ONORIO ZARALLI,MUSICA IN JEANS NEW A + B + MOZART IN JEAS 3.0 NEW,ND,U,BULGARINI,"31,40",No,Si,No
CBMM852022,1,A,MM,30 ORE DI ORARIO ORDINARIO,SCIENZE MOTORIE E SPORTIVE,9788874857890,RAMPA ALBERTO - SALVETTI MARIA CRISTINA,SPORT EDUCATION,VOLUME UNICO + ATLANTE DI ANATOMIA,U,JUVENILIA,"16,90",No,Si,No
CBMM852022,2,A,MM,30 ORE DI ORARIO ORDINARIO,RELIGIONE,9788835056225,CAPELLO - COLLURA,STRADA VERSO CASA - VOLUME 2 + PERCORSI 2 (LA),RELIGIONE,2,LA SCUOLA EDITRICE,"10,40",No,No,Ap
CBMM852022,2,A,MM,30 ORE DI ORARIO ORDINARIO,ITALIANO GRAMMATICA,9788824778695,SENSINI MARCELLO,IN BUONE PAROLE,VOLUME A + VOLUME B + QUADERNO + ESAME,U,A. MONDADORI SCUOLA,"36,90",No,No,No
CBMM852022,2,A,MM,30 ORE DI ORARIO ORDINARIO,ITALIANO ANTOLOGIA,9788824798365,FERRI CHIARA - MATTEI LUCA - CALVANI VITTORIA,AMICOFESTIVAL,VOLUME 2 + LETTERATURA,2,A. MONDADORI SCUOLA,"33,00",No,Si,No
CBMM852022,2,A,MM,30 ORE DI ORARIO ORDINARIO,ITALIANO,9788851601522,FABBRI MARY JACQUELINE,QUELLA VOLTA CHE A CASA MIA SCOMPARVE LA NUTELLA,ND,U,COSMO IANNONE EDITORE,"9,50",Si,Si,No
CBMM852022,2,A,MM,30 ORE DI ORARIO ORDINARIO,STORIA,9788869171604,CHITARRINI ROBERTA - PORTA VALERIA - TANCREDI ANNA,NODI DEL TEMPO (I) DIGIT CON CARTE STORICHE+TAV.+PREP.INT.,DALLA SCOPERTA DELL'AMERICA ALLA FINE DELL'OTTOCENTO,2,LATTES,"21,20",No,Si,No
CBMM852022,2,A,MM,30 ORE DI ORARIO ORDINARIO,GEOGRAFIA,9788869170379,PORINO GABRIELLA,KILIMANGIARO PLUS VOL. 2 CON DVD E ATLANTE 2+TAVOLA+MI PREP. INT,EUROPA: GLI STATI,2,LATTES,"21,90",No,Si,No
CBMM852022,2,A,MM,30 ORE DI ORARIO ORDINARIO,INGLESE,9780194057837,AA VV,STEP UP 2 DIGITAL GOLD,SB&WB&EXTRABK CON QR CODE AUDIO/VIDEO + MIND MAPS + OLB EBK CODE,2,OXFORD UNIVERSITY PRESS,"23,80",No,Si,No
CBMM852022,2,A,MM,30 ORE DI ORARIO ORDINARIO,FRANCESE,9788861616530,R BRUNERI - M PELON,PARIS DéCOUVERTE 2,ND,2,LANG EDIZIONI,"18,10",No,Si,No
CBMM852022,2,A,MM,30 ORE DI ORARIO ORDINARIO,MATEMATICA,9788842655275,MIGLIO L - SOLMI G,REALM@T  EXTRA 2 -  ARITMETICA 2+ GEOMETRIA 2 + EXTRA,ND,2,IL CAPITELLO,"28,00",No,Si,No
CBMM852022,2,A,MM,30 ORE DI ORARIO ORDINARIO,SCIENZE,9788869175633,PIETRA A - PEROTTI B,VIAGGIO DEL BEAGLE (IL),VOL. 2,2,LATTES,"17,90",No,Si,No
CBMM852022,2,A,MM,30 ORE DI ORARIO ORDINARIO,ARTE E IMMAGINE,9788829852628,CASTELLO DANIELE - CASTELLO DIONISIO,BENVENUTI NELL'ARTE,VOLUME A + VOLUME B + STRUMENTI + ALBUM +ME BOOK,U,MINERVA ITALICA,"34,40",No,No,No
CBMM852022,2,A,MM,30 ORE DI ORARIO ORDINARIO,TECNOLOGIA,9788829850631,CONTI ANTONIO,TECNOLOGIA CON METODO,VOLUME+CARTELLETTA+QUADERNO+DISEGNO+TAVOLE+ATELIER,U,MINERVA ITALICA,"33,80",No,No,No
CBMM852022,2,A,MM,30 ORE DI ORARIO ORDINARIO,MUSICA,9788823435070,ONORIO ZARALLI,MUSICA IN JEANS NEW A + B + MOZART IN JEAS 3.0 NEW,ND,U,BULGARINI,"31,40",No,No,No
CBMM852022,2,A,MM,30 ORE DI ORARIO ORDINARIO,SCIENZE MOTORIE E SPORTIVE,9788874857890,RAMPA ALBERTO - SALVETTI MARIA CRISTINA,SPORT EDUCATION,VOLUME UNICO + ATLANTE DI ANATOMIA,U,JUVENILIA,"16,90",No,No,No
CBMM852022,2,A,MM,30 ORE DI ORARIO ORDINARIO,SCIENZE MOTORIE E SPORTIVE,9788874857982,SALVETTI MARIA CRISTINA,SPORT EDUCATION,STRUMENTI PER UNA DIDATTICA INCLUSIVA,U,JUVENILIA,"4,40",No,No,No
CBMM852022,3,A,MM,30 ORE DI ORARIO ORDINARIO,RELIGIONE,9788805075522,FABBRI CRISTINA - MARCHETTI ORAZIO,AMARE PER 3,CORSO DI IRC CON NULLA OSTA CEI,3,SEI,"11,20",No,No,Ap
CBMM852022,3,A,MM,30 ORE DI ORARIO ORDINARIO,ITALIANO GRAMMATICA,9788824778695,SENSINI MARCELLO,IN BUONE PAROLE,VOLUME A + VOLUME B + QUADERNO + ESAME,U,A. MONDADORI SCUOLA,"36,90",No,No,No
CBMM852022,3,A,MM,30 ORE DI ORARIO ORDINARIO,ITALIANO ANTOLOGIA,9788824758802,AA VV,AMICO LIBRO,VOLUME 3+QUADERNO 3,3,A. MONDADORI SCUOLA,"33,40",No,Si,No
CBMM852022,3,A,MM,30 ORE DI ORARIO ORDINARIO,ITALIANO,9788847240865,LAVATELLI ANNA,SIAMO QUI,ND,U,RAFFAELLO,"9,50",Si,Si,No
CBMM852022,3,A,MM,30 ORE DI ORARIO ORDINARIO,STORIA,9788869171611,CHITARRINI ROBERTA - PORTA VALERIA - TANCREDI ANNA,NODI DEL TEMPO (I) DIGIT CON CARTE STORICHE+TAV.+PREP.INT.,IL NOVECENTO,3,LATTES,"24,10",No,Si,No
CBMM852022,3,A,MM,30 ORE DI ORARIO ORDINARIO,GEOGRAFIA,9788869170386,PORINO GABRIELLA,KILIMANGIARO PLUS VOL. 3 CON DVD E ATLANTE 3+TAVOLE+MI PREP. INT,"IL MONDO: PAESAGGI E POPOLAZIONE, GLI STATI",3,LATTES,"24,20",No,Si,No
CBMM852022,3,A,MM,30 ORE DI ORARIO ORDINARIO,INGLESE,9780194057875,AA VV,STEP UP 3 DIGITAL GOLD,SB&WB&EXTRABK CON QR CODE AUDIO/VIDEO + EXAM TRAINER CON EBK + MIND MAPS,3,OXFORD UNIVERSITY PRESS,"24,90",No,Si,No
CBMM852022,3,A,MM,30 ORE DI ORARIO ORDINARIO,FRANCESE,9788861616554,R BRUNERI - M PELON,PARIS DéCOUVERTE 3,ND,3,LANG EDIZIONI,"18,40",No,Si,No
CBMM852022,3,A,MM,30 ORE DI ORARIO ORDINARIO,MATEMATICA,9788842655282,MIGLIO L - SOLMI G,REALM@T  EXTRA 3 - ALGEBRA + GEOMETRIA 3 + EXTRA,ND,3,IL CAPITELLO,"32,80",No,Si,No
CBMM852022,3,A,MM,30 ORE DI ORARIO ORDINARIO,SCIENZE,9788869175640,PIETRA A - PEROTTI B,VIAGGIO DEL BEAGLE (IL),VOL. 3 + PERCORSI INTERDISCIPLINARI PREPARAZIONE COLLOQUIO D'ESAME,3,LATTES,"17,90",No,Si,No
CBMM852022,3,A,MM,30 ORE DI ORARIO ORDINARIO,ARTE E IMMAGINE,9788829852628,CASTELLO DANIELE - CASTELLO DIONISIO,BENVENUTI NELL'ARTE,VOLUME A + VOLUME B + STRUMENTI + ALBUM +ME BOOK,U,MINERVA ITALICA,"34,40",No,No,No
CBMM852022,3,A,MM,30 ORE DI ORARIO ORDINARIO,TECNOLOGIA,9788829850631,CONTI ANTONIO,TECNOLOGIA CON METODO,VOLUME+CARTELLETTA+QUADERNO+DISEGNO+TAVOLE+ATELIER,U,MINERVA ITALICA,"33,80",No,No,No
CBMM852022,3,A,MM,30 ORE DI ORARIO ORDINARIO,MUSICA,9788823435070,ONORIO ZARALLI,MUSICA IN JEANS NEW A + B + MOZART IN JEAS 3.0 NEW,ND,U,BULGARINI,"31,40",No,No,No
CBMM852022,3,A,MM,30 ORE DI ORARIO ORDINARIO,SCIENZE MOTORIE E SPORTIVE,9788874856077,RAMPA ALBERTO - SALVETTI CRISTINA,SPORT SENZA FRONTIERE,VOLUME + ATLANTE + DIARIO,U,JUVENILIA,"15,80",No,No,No
CBMM85301R,1,A,MM,30 ORE DI ORARIO ORDINARIO (LINGUA FRANCESE),RELIGIONE,9788805077175,PAOLINI LUCA - PANDOLFI BARBARA,RELIBOOK  UNICO + DOSSIER DI IRC,CORSO DI IRC CON NULLA OSTA CEI,U,SEI,"20,20",No,No,No
CBMM85301R,1,A,MM,30 ORE DI ORARIO ORDINARIO (LINGUA FRANCESE),ITALIANO GRAMMATICA,9788869174797,DONATI F - MORETTI S,PENNA E LA VOCE (LA),VOL. A CON TEST INGRESSO+VOL. B+MI PREPARO PER INTERROGAZIONE BES,U,LATTES,"25,50",No,Si,No
CBMM85301R,1,A,MM,30 ORE DI ORARIO ORDINARIO (LINGUA FRANCESE),ITALIANO ANTOLOGIA,9788869174049,LAVAZZA ENRICA - BISSACA ROSANNA - PAOLELLA MARIA,PENSIERI FANTASTICI...E DOVE TROVARLI,VOL. 1  + MITO EPICA + GUIDA ALLA PROVA CBT 1,1,LATTES,"31,70",No,Si,No
CBMM85301R,1,A,MM,30 ORE DI ORARIO ORDINARIO (LINGUA FRANCESE),STORIA,9788808320131,PAOLUCCI SILVIO - SINGORINI GIUSEPPINA - MARISALDI LUCIANO,DI TEMPO IN TEMPO 2ED - CONFEZIONE VOLUME 1 + EDUCAZIONE CIVICA (LDM),IL MEDIOEVO,1,ZANICHELLI EDITORE,"25,90",No,Si,No
CBMM85301R,1,A,MM,30 ORE DI ORARIO ORDINARIO (LINGUA FRANCESE),GEOGRAFIA,9788841651469,ARDEMAGNI ALIDA SILVERA GIOVANNI,ATLANTIS 1 PLUS + QUADERNO COMPETENZE 1 + LE REGIONI ITALIANE + RACCOGLITORE,ND,1,PRINCIPATO,"22,70",No,Si,No
CBMM85301R,1,A,MM,30 ORE DI ORARIO ORDINARIO (LINGUA FRANCESE),INGLESE,9788883395642,AA VV,IDISCOVER 1,ND,1,PEARSON LONGMAN,"23,20",No,Si,No
CBMM85301R,1,A,MM,30 ORE DI ORARIO ORDINARIO (LINGUA FRANCESE),FRANCESE,9788858334805,ALESSANDRINI,TOUT LE MONDE COMPACT+CDMP3+TAVOLE,ND,U,LOESCHER EDITORE,"31,00",No,Si,No
CBMM85301R,1,A,MM,30 ORE DI ORARIO ORDINARIO (LINGUA FRANCESE),MATEMATICA,9788808620378,ARPINATI ANNA MARIA - MUSIANI MARIAROSA,MATEMATICA IN AZIONE 4ED. - CONF. ARITMETICA 1 + GEOMETRIA 1 (LDM),CON FASCICOLO PRONTO SOCCORSO,1,ZANICHELLI EDITORE,"28,50",No,Si,No
CBMM85301R,1,A,MM,30 ORE DI ORARIO ORDINARIO (LINGUA FRANCESE),SCIENZE,9788891537478,BANFI CRISTINA - PERABONI CRISTINA,MOSAICO SCIENZE - LIBRO MISTO CON HUB LIBRO YOUNG,VOL. A + B + C + D + HUB LIBRO YOUNG + HUB KIT,U,FABBRI SCUOLA,"39,10",No,Si,No
CBMM85301R,1,A,MM,30 ORE DI ORARIO ORDINARIO (LINGUA FRANCESE),ARTE E IMMAGINE,9788826820729,DORFLES GILLO - DALLA COSTA CRISTINA - RAGAZZI MARCELLO,TESORI DELL'ARTE - CON ARTE E IMMAGINE ATTIVA,ND,U,ATLAS,"26,10",No,Si,No
CBMM85301R,1,A,MM,30 ORE DI ORARIO ORDINARIO (LINGUA FRANCESE),TECNOLOGIA,9788800356596,BRUNO WALTER - BRUNETTO NADIA,MYTECH,VOLUME TECNOLOGIA + ATLANTE + DISEGNO + CODING + TAVOLE,U,LE MONNIER,"31,10",No,Si,No
CBMM85301R,1,A,MM,30 ORE DI ORARIO ORDINARIO (LINGUA FRANCESE),MUSICA,9788848263016,GALLI CLAUDIA - FASOLI MAURIZIO,MY MUSIC,VOLUME A + VOLUME B + VOLUME C,U,POSEIDONIA,"37,30",No,Si,No
CBMM85301R,1,A,MM,30 ORE DI ORARIO ORDINARIO (LINGUA FRANCESE),SCIENZE MOTORIE E SPORTIVE,9788857790916,DEL NISTA PIERLUIGI - TASSELLI ANDREA,MI METTO IN GIOCO,ND,U,D'ANNA,"15,00",No,No,No
CBMM85301R,2,A,MM,30 ORE DI ORARIO ORDINARIO (LINGUA FRANCESE),RELIGIONE,9788805077175,PAOLINI LUCA - PANDOLFI BARBARA,RELIBOOK  UNICO + DOSSIER DI IRC,CORSO DI IRC CON NULLA OSTA CEI,U,SEI,"20,20",No,No,No
CBMM85301R,2,A,MM,30 ORE DI ORARIO ORDINARIO (LINGUA FRANCESE),ITALIANO GRAMMATICA,9788869174797,DONATI F - MORETTI S,PENNA E LA VOCE (LA),VOL. A CON TEST INGRESSO+VOL. B+MI PREPARO PER INTERROGAZIONE BES,U,LATTES,"25,50",No,No,No
CBMM85301R,2,A,MM,30 ORE DI ORARIO ORDINARIO (LINGUA FRANCESE),ITALIANO ANTOLOGIA,9788869174056,LAVAZZA ENRICA - BISSACA ROSANNA - PAOLELLA MARIA,PENSIERI FANTASTICI...E DOVE TROVARLI,VOL. 2  + LETTERATURA + GUIDA ALLA PROVA CBT 2,2,LATTES,"34,00",No,Si,No
CBMM85301R,2,A,MM,30 ORE DI ORARIO ORDINARIO (LINGUA FRANCESE),STORIA,9788808240255,PAOLUCCI SILVIO - SINGORINI GIUSEPPINA - MARISALDI LUCIANO,DI TEMPO IN TEMPO 2ED - VOLUME 2 (LDM),L'ETÀ MODERNA,2,ZANICHELLI EDITORE,"27,40",No,Si,No
CBMM85301R,2,A,MM,30 ORE DI ORARIO ORDINARIO (LINGUA FRANCESE),GEOGRAFIA,9788867064632,ARDEMAGNI ALIDA - SILVERA GIOVANNI,ATLANTIS EUROPA STATI CON CARTOGRAFIA 2+QUADERNO DELLE COMPETENZE 2,ND,2,PRINCIPATO,"17,80",No,Si,No
CBMM85301R,2,A,MM,30 ORE DI ORARIO ORDINARIO (LINGUA FRANCESE),INGLESE,9788883396304,AA VV,IDISCOVER 2 (MODALITà DIGITALE C),ND,2,PEARSON LONGMAN,"16,20",No,Si,No
CBMM85301R,2,A,MM,30 ORE DI ORARIO ORDINARIO (LINGUA FRANCESE),FRANCESE,9788858334805,ALESSANDRINI,TOUT LE MONDE COMPACT+CDMP3+TAVOLE,ND,U,LOESCHER EDITORE,"31,00",No,No,No
CBMM85301R,2,A,MM,30 ORE DI ORARIO ORDINARIO (LINGUA FRANCESE),MATEMATICA,9788808493668,ARPINATI ANNA MARIA - MUSIANI MARIAROSA,MATEMATICA IN AZIONE 4ED. - CONF. ARITMETICA 2 + GEOMETRIA 2 (LDM),ND,2,ZANICHELLI EDITORE,"27,70",No,Si,No
CBMM85301R,2,A,MM,30 ORE DI ORARIO ORDINARIO (LINGUA FRANCESE),SCIENZE,9788891537478,BANFI CRISTINA - PERABONI CRISTINA,MOSAICO SCIENZE - LIBRO MISTO CON HUB LIBRO YOUNG,VOL. A + B + C + D + HUB LIBRO YOUNG + HUB KIT,U,FABBRI SCUOLA,"39,10",No,No,No
